X,Y1,Y2,Z
0.5,0.25292962,0.79,4.4803
0.5,0.348872721,0.940707071,5.80915
0.5,0.444815822,1.091414141,6.71326
0.5,0.540758923,1.242121212,7.26111
0.5,0.636702024,1.392828283,7.5212
0.5,0.732645125,1.543535354,7.56202
0.5,0.828588226,1.694242424,7.45204
0.5,0.924531328,1.844949495,7.2597700000000005
0.5,1.020474429,1.995656566,7.05368
0.5,1.11641753,2.146363636,6.90228
0.5,1.212360631,2.297070707,6.87404
0.5,1.308303732,2.447777778,7.037450000000001
0.5,1.404246833,2.598484848,7.46101
0.515151515,0.32368306,0.940707071,5.43276
0.515151515,0.416804305,1.091414141,6.430540000000001
0.515151515,0.50992555,1.242121212,7.074800000000001
0.515151515,0.603046795,1.392828283,7.42776
0.515151515,0.696168041,1.543535354,7.55166
0.515151515,0.789289286,1.694242424,7.5087
0.515151515,0.882410531,1.844949495,7.3611
0.515151515,0.975531776,1.995656566,7.17109
0.515151515,1.068653021,2.146363636,7.00087
0.515151515,1.161774266,2.297070707,6.91268
0.515151515,1.254895511,2.447777778,6.96873
0.515151515,1.348016757,2.598484848,7.23123
0.515151515,1.441138002,2.749191919,7.76241
0.53030303,0.299499908,0.940707071,5.03724
0.53030303,0.389960546,1.091414141,6.123600000000001
0.53030303,0.480421184,1.242121212,6.86022
0.53030303,0.570881822,1.392828283,7.30377
0.53030303,0.66134246,1.543535354,7.510940000000001
0.53030303,0.751803098,1.694242424,7.5384400000000005
0.53030303,0.842263736,1.844949495,7.4429300000000005
0.53030303,0.932724375,1.995656566,7.28111
0.53030303,1.023185013,2.146363636,7.10967
0.53030303,1.113645651,2.297070707,6.9853000000000005
0.53030303,1.204106289,2.447777778,6.96467
0.53030303,1.294566927,2.598484848,7.10449
0.53030303,1.385027565,2.749191919,7.4614400000000005
0.53030303,1.475488203,2.89989899,8.0922
0.545454545,0.276239388,0.940707071,4.62364
0.545454545,0.364187231,1.091414141,5.793880000000001
0.545454545,0.452135074,1.242121212,6.61888
0.545454545,0.540082916,1.392828283,7.15045
0.545454545,0.628030759,1.543535354,7.440370000000001
0.545454545,0.715978602,1.694242424,7.54044
0.545454545,0.803926444,1.844949495,7.50244
0.545454545,0.891874287,1.995656566,7.37817
0.545454545,0.979822129,2.146363636,7.21941
0.545454545,1.067769972,2.297070707,7.0779700000000005
0.545454545,1.155717815,2.447777778,7.0056400000000005
0.545454545,1.243665657,2.598484848,7.05419
0.545454545,1.3316135,2.749191919,7.275440000000001
0.545454545,1.419561343,2.89989899,7.72116
0.560606061,0.339397568,1.091414141,5.44257
0.560606061,0.424968442,1.242121212,6.35215
0.560606061,0.510539316,1.392828283,6.96902
0.560606061,0.59611019,1.543535354,7.34062
0.560606061,0.681681064,1.694242424,7.51438
0.560606061,0.767251937,1.844949495,7.5377600000000005
0.560606061,0.852822811,1.995656566,7.45819
0.560606061,0.938393685,2.146363636,7.32312
0.560606061,1.023964559,2.297070707,7.17999
0.560606061,1.109535433,2.447777778,7.07624
0.560606061,1.195106307,2.598484848,7.05933
0.560606061,1.280677181,2.749191919,7.17669
0.560606061,1.366248055,2.89989899,7.47576
0.560606061,1.451818929,3.050606061,8.00399
0.575757576,0.3155139,1.091414141,5.07067
0.575757576,0.398832909,1.242121212,6.0612
0.575757576,0.482151917,1.392828283,6.7606
0.575757576,0.565470926,1.543535354,7.21244
0.575757576,0.648789935,1.694242424,7.46028
0.575757576,0.732108944,1.844949495,7.54769
0.575757576,0.815427953,1.995656566,7.51825
0.575757576,0.898746962,2.146363636,7.41551
0.575757576,0.98206597,2.297070707,7.28306
0.575757576,1.065384979,2.447777778,7.16446
0.575757576,1.148703988,2.598484848,7.10328
0.575757576,1.232022997,2.749191919,7.14309
0.575757576,1.315342006,2.89989899,7.32746
0.575757576,1.398661014,3.050606061,7.69995
0.575757576,1.481980023,3.201313131,8.30414
0.590909091,0.373649159,1.242121212,5.74705
0.590909091,0.454831783,1.392828283,6.52622
0.590909091,0.536014407,1.543535354,7.056620000000001
0.590909091,0.617197031,1.694242424,7.37836
0.590909091,0.698379655,1.844949495,7.531540000000001
0.590909091,0.779562279,1.995656566,7.5562700000000005
0.590909091,0.860744903,2.146363636,7.49266
0.590909091,0.941927527,2.297070707,7.38082
0.590909091,1.023110151,2.447777778,7.2608500000000005
0.590909091,1.104292775,2.598484848,7.1728700000000005
0.590909091,1.185475399,2.749191919,7.15697
0.590909091,1.266658022,2.89989899,7.2532700000000006
0.590909091,1.347840646,3.050606061,7.50188
0.590909091,1.42902327,3.201313131,7.9429
0.606060606,0.349345809,1.242121212,5.41056
0.606060606,0.428498867,1.392828283,6.26679
0.606060606,0.507651925,1.543535354,6.8739300000000005
0.606060606,0.586804984,1.694242424,7.26898
0.606060606,0.665958042,1.844949495,7.48894
0.606060606,0.745111101,1.995656566,7.57082
0.606060606,0.824264159,2.146363636,7.551620000000001
0.606060606,0.903417217,2.297070707,7.46835
0.606060606,0.982570276,2.447777778,7.35801
0.606060606,1.061723334,2.598484848,7.25762
0.606060606,1.140876392,2.749191919,7.20417
0.606060606,1.220029451,2.89989899,7.23467
0.606060606,1.299182509,3.050606061,7.3861300000000005
0.606060606,1.378335567,3.201313131,7.69555
0.606060606,1.457488626,3.352020202,8.19994
0.621212121,0.325858439,1.242121212,5.05245
0.621212121,0.403080935,1.392828283,5.983140000000001
0.621212121,0.480303431,1.543535354,6.66511
0.621212121,0.557525927,1.694242424,7.13259
0.621212121,0.634748423,1.844949495,7.41978
0.621212121,0.711970918,1.995656566,7.56092
0.621212121,0.789193414,2.146363636,7.59021
0.621212121,0.86641591,2.297070707,7.54187
0.621212121,0.943638406,2.447777778,7.450130000000001
0.621212121,1.020860902,2.598484848,7.349200000000001
0.621212121,1.098083398,2.749191919,7.2733
0.621212121,1.175305894,2.89989899,7.25664
0.621212121,1.25252839,3.050606061,7.3334600000000005
0.621212121,1.329750886,3.201313131,7.53796
0.621212121,1.406973382,3.352020202,7.9043600000000005
0.621212121,1.484195878,3.502727273,8.466890000000001
0.636363636,0.37851263,1.392828283,5.67595
0.636363636,0.453896495,1.543535354,6.43082
0.636363636,0.52928036,1.694242424,6.96964
0.636363636,0.604664225,1.844949495,7.32411
0.636363636,0.68004809,1.995656566,7.52593
0.636363636,0.755431955,2.146363636,7.60682
0.636363636,0.83081582,2.297070707,7.59848
0.636363636,0.906199685,2.447777778,7.53263
0.636363636,0.98158355,2.598484848,7.4409600000000005
0.636363636,1.056967416,2.749191919,7.35519
0.636363636,1.132351281,2.89989899,7.3070200000000005
0.636363636,1.207735146,3.050606061,7.32817
0.636363636,1.283119011,3.201313131,7.450340000000001
0.636363636,1.358502876,3.352020202,7.70523
0.636363636,1.433886741,3.502727273,8.12456
0.651515152,0.354734675,1.392828283,5.34582
0.651515152,0.428365427,1.543535354,6.17167
0.651515152,0.501996179,1.694242424,6.780600000000001
0.651515152,0.575626931,1.844949495,7.20206
0.651515152,0.649257683,1.995656566,7.46548
0.651515152,0.722888435,2.146363636,7.6003
0.651515152,0.796519187,2.297070707,7.63597
0.651515152,0.870149939,2.447777778,7.60193
0.651515152,0.943780691,2.598484848,7.52761
0.651515152,1.017411443,2.749191919,7.4424600000000005
0.651515152,1.091042195,2.89989899,7.37592
0.651515152,1.164672947,3.050606061,7.35742
0.651515152,1.238303699,3.201313131,7.4164200000000005
0.651515152,1.311934451,3.352020202,7.58235
0.651515152,1.385565203,3.502727273,7.88464
0.651515152,1.459195955,3.653434343,8.35275
0.666666667,0.403650511,1.543535354,5.888170000000001
0.666666667,0.475607837,1.694242424,6.565910000000001
0.666666667,0.547565162,1.844949495,7.05384
0.666666667,0.619522488,1.995656566,7.37934
0.666666667,0.691479814,2.146363636,7.56981
0.666666667,0.76343714,2.297070707,7.65264
0.666666667,0.835394465,2.447777778,7.65521
0.666666667,0.907351791,2.598484848,7.60491
0.666666667,0.979309117,2.749191919,7.52913
0.666666667,1.051266443,2.89989899,7.45526
0.666666667,1.123223769,3.050606061,7.410690000000001
0.666666667,1.195181094,3.201313131,7.42281
0.666666667,1.26713842,3.352020202,7.519
0.666666667,1.339095746,3.502727273,7.72665
0.666666667,1.411053072,3.653434343,8.07316
0.666666667,1.483010398,3.804141414,8.58591
0.681818182,0.379697334,1.543535354,5.58079
0.681818182,0.450055608,1.694242424,6.32598
0.681818182,0.520413883,1.844949495,6.8796800000000005
0.681818182,0.590772157,1.995656566,7.267440000000001
0.681818182,0.661130431,2.146363636,7.51477
0.681818182,0.731488705,2.297070707,7.647200000000001
0.681818182,0.801846979,2.447777778,7.69026
0.681818182,0.872205253,2.598484848,7.6694700000000005
0.681818182,0.942563527,2.749191919,7.6103700000000005
0.681818182,1.012921801,2.89989899,7.53848
0.681818182,1.083280075,3.050606061,7.47932
0.681818182,1.15363835,3.201313131,7.45842
0.681818182,1.223996624,3.352020202,7.501320000000001
0.681818182,1.294354898,3.502727273,7.63354
0.681818182,1.364713172,3.653434343,7.8806
0.681818182,1.435071446,3.804141414,8.26803
0.696969697,0.35645622,1.543535354,5.24988
0.696969697,0.425284966,1.694242424,6.0611500000000005
0.696969697,0.494113713,1.844949495,6.67983
0.696969697,0.562942459,1.995656566,7.12976
0.696969697,0.631771205,2.146363636,7.43476
0.696969697,0.700599952,2.297070707,7.61868
0.696969697,0.769428698,2.447777778,7.7053400000000005
0.696969697,0.838257445,2.598484848,7.71859
0.696969697,0.907086191,2.749191919,7.68225
0.696969697,0.975914937,2.89989899,7.62017
0.696969697,1.044743684,3.050606061,7.55618
0.696969697,1.11357243,3.201313131,7.5141
0.696969697,1.182401177,3.352020202,7.517790000000001
0.696969697,1.251229923,3.502727273,7.591060000000001
0.696969697,1.320058669,3.653434343,7.75777
0.696969697,1.388887416,3.804141414,8.04173
0.696969697,1.457716162,3.954848485,8.46679
0.712121212,0.401246021,1.694242424,5.77174
0.712121212,0.468610326,1.844949495,6.45451
0.712121212,0.535974631,1.995656566,6.96633
0.712121212,0.603338936,2.146363636,7.3295
0.712121212,0.670703241,2.297070707,7.56632
0.712121212,0.738067546,2.447777778,7.69908
0.712121212,0.805431851,2.598484848,7.7500800000000005
0.712121212,0.872796156,2.749191919,7.74159
0.712121212,0.940160461,2.89989899,7.695930000000001
0.712121212,1.007524766,3.050606061,7.6353800000000005
0.712121212,1.074889071,3.201313131,7.58223
0.712121212,1.142253376,3.352020202,7.5587800000000005
0.712121212,1.209617681,3.502727273,7.58732
0.712121212,1.276981986,3.653434343,7.69014
0.712121212,1.344346291,3.804141414,7.88954
0.712121212,1.411710596,3.954848485,8.20781
0.712121212,1.479074901,4.105555556,8.66724
0.727272727,0.377893042,1.694242424,5.45801
0.727272727,0.443853924,1.844949495,6.2039100000000005
0.727272727,0.509814806,1.995656566,6.77721
0.727272727,0.575775688,2.146363636,7.19881
0.727272727,0.64173657,2.297070707,7.48958
0.727272727,0.707697452,2.447777778,7.67041
0.727272727,0.773658334,2.598484848,7.76218
0.727272727,0.839619216,2.749191919,7.78579
0.727272727,0.905580098,2.89989899,7.76211
0.727272727,0.97154098,3.050606061,7.71204
0.727272727,1.037501862,3.201313131,7.65646
0.727272727,1.103462744,3.352020202,7.61625
0.727272727,1.169423626,3.502727273,7.6123
0.727272727,1.235384508,3.653434343,7.665500000000001
0.727272727,1.30134539,3.804141414,7.79673
0.727272727,1.367306272,3.954848485,8.02688
0.727272727,1.433267154,4.105555556,8.37683
0.727272727,1.499228036,4.256262626,8.86747
0.742424242,0.419798773,1.844949495,5.92821
0.742424242,0.484413514,1.995656566,6.56249
0.742424242,0.549028256,2.146363636,7.04255
0.742424242,0.613642997,2.297070707,7.38801
0.742424242,0.678257739,2.447777778,7.61846
0.742424242,0.74287248,2.598484848,7.75349
0.742424242,0.807487222,2.749191919,7.8127200000000006
0.742424242,0.872101963,2.89989899,7.81573
0.742424242,0.936716705,3.050606061,7.78213
0.742424242,1.001331447,3.201313131,7.73151
0.742424242,1.065946188,3.352020202,7.68347
0.742424242,1.13056093,3.502727273,7.6576200000000005
0.742424242,1.195175671,3.653434343,7.67354
0.742424242,1.259790413,3.804141414,7.75084
0.742424242,1.324405154,3.954848485,7.909120000000001
0.742424242,1.389019896,4.105555556,8.16797
0.742424242,1.453634637,4.256262626,8.546990000000001
0.757575758,0.396402797,1.844949495,5.62756
0.757575758,0.459725244,1.995656566,6.32221
0.757575758,0.523047691,2.146363636,6.86064
0.757575758,0.586370137,2.297070707,7.26128
0.757575758,0.649692584,2.447777778,7.54255
0.757575758,0.713015031,2.598484848,7.72286
0.757575758,0.776337478,2.749191919,7.82064
0.757575758,0.839659924,2.89989899,7.8543
0.757575758,0.902982371,3.050606061,7.8422600000000005
0.757575758,0.966304818,3.201313131,7.80295
0.757575758,1.029627264,3.352020202,7.75478
0.757575758,1.092949711,3.502727273,7.71616
0.757575758,1.156272158,3.653434343,7.70553
0.757575758,1.219594604,3.804141414,7.7413
0.757575758,1.282917051,3.954848485,7.841880000000001
0.757575758,1.346239498,4.105555556,8.0257
0.757575758,1.409561944,4.256262626,8.31118
0.757575758,1.472884391,4.406969697,8.71673
0.772727273,0.435708053,1.995656566,6.05642
0.772727273,0.497788883,2.146363636,6.65301
0.772727273,0.559869713,2.297070707,7.10914
0.772727273,0.621950543,2.447777778,7.44214
0.772727273,0.684031373,2.598484848,7.6693500000000006
0.772727273,0.746112203,2.749191919,7.80811
0.772727273,0.808193033,2.89989899,7.8757600000000005
0.772727273,0.870273863,3.050606061,7.88964
0.772727273,0.932354693,3.201313131,7.86707
0.772727273,0.994435524,3.352020202,7.8253900000000005
0.772727273,1.056516354,3.502727273,7.78195
0.772727273,1.118597184,3.653434343,7.75408
0.772727273,1.180678014,3.804141414,7.75912
0.772727273,1.242758844,3.954848485,7.81439
0.772727273,1.304839674,4.105555556,7.937250000000001
0.772727273,1.366920504,4.256262626,8.14502
0.772727273,1.429001334,4.406969697,8.45504
0.772727273,1.491082164,4.557676768,8.88466
0.787878788,0.412323224,1.995656566,5.76517
0.787878788,0.473210192,2.146363636,6.4196
0.787878788,0.53409716,2.297070707,6.93135
0.787878788,0.594984128,2.447777778,7.31677
0.787878788,0.655871096,2.598484848,7.59219
0.787878788,0.716758064,2.749191919,7.77395
0.787878788,0.777645032,2.89989899,7.8784
0.787878788,0.838532,3.050606061,7.92188
0.787878788,0.899418968,3.201313131,7.92073
0.787878788,0.960305936,3.352020202,7.891290000000001
0.787878788,1.021192904,3.502727273,7.8499
0.787878788,1.082079872,3.653434343,7.8129
0.787878788,1.14296684,3.804141414,7.79664
0.787878788,1.203853808,3.954848485,7.81745
0.787878788,1.264740776,4.105555556,7.89168
0.787878788,1.325627744,4.256262626,8.03567
0.787878788,1.386514712,4.406969697,8.26575
0.787878788,1.44740168,4.557676768,8.59828
0.803030303,0.449273122,2.146363636,6.16035
0.803030303,0.509011279,2.297070707,6.72775
0.803030303,0.568749436,2.447777778,7.16606
0.803030303,0.628487593,2.598484848,7.49073
0.803030303,0.688225751,2.749191919,7.71715
0.803030303,0.747963908,2.89989899,7.86078
0.803030303,0.807702065,3.050606061,7.93701
0.803030303,0.867440222,3.201313131,7.96129
0.803030303,0.92717838,3.352020202,7.94904
0.803030303,0.986916537,3.502727273,7.91567
0.803030303,1.046654694,3.653434343,7.87662
0.803030303,1.106392851,3.804141414,7.84731
0.803030303,1.166131009,3.954848485,7.843170000000001
0.803030303,1.225869166,4.105555556,7.8796100000000004
0.803030303,1.285607323,4.256262626,7.97206
0.803030303,1.34534548,4.406969697,8.135950000000001
0.803030303,1.405083638,4.557676768,8.38671
0.803030303,1.464821795,4.708383838,8.73975
0.818181818,0.425942026,2.146363636,5.87518
0.818181818,0.484573921,2.297070707,6.49815
0.818181818,0.543205816,2.447777778,6.9897
0.818181818,0.601837711,2.598484848,7.36442
0.818181818,0.660469606,2.749191919,7.63689
0.818181818,0.719101501,2.89989899,7.82167
0.818181818,0.777733396,3.050606061,7.93335
0.818181818,0.836365291,3.201313131,7.9865200000000005
0.818181818,0.894997186,3.352020202,7.9957400000000005
0.818181818,0.953629081,3.502727273,7.9756
0.818181818,1.012260977,3.653434343,7.94067
0.818181818,1.070892872,3.804141414,7.90554
0.818181818,1.129524767,3.954848485,7.88478
0.818181818,1.188156662,4.105555556,7.89297
0.818181818,1.246788557,4.256262626,7.9446900000000005
0.818181818,1.305420452,4.406969697,8.05453
0.818181818,1.364052347,4.557676768,8.23705
0.818181818,1.422684242,4.708383838,8.50683
0.818181818,1.481316137,4.859090909,8.87847
0.833333333,0.460749712,2.297070707,6.2424100000000005
0.833333333,0.518315572,2.447777778,6.78741
0.833333333,0.575881433,2.598484848,7.21281
0.833333333,0.633447294,2.749191919,7.532430000000001
0.833333333,0.691013154,2.89989899,7.760050000000001
0.833333333,0.748579015,3.050606061,7.909470000000001
0.833333333,0.806144875,3.201313131,7.99448
0.833333333,0.863710736,3.352020202,8.0289
0.833333333,0.921276597,3.502727273,8.0265
0.833333333,0.978842457,3.653434343,8.001100000000001
0.833333333,1.036408318,3.804141414,7.966480000000001
0.833333333,1.093974179,3.954848485,7.936450000000001
0.833333333,1.151540039,4.105555556,7.9248
0.833333333,1.2091059,4.256262626,7.94534
0.833333333,1.266671761,4.406969697,8.01185
0.833333333,1.324237621,4.557676768,8.13813
0.833333333,1.381803482,4.708383838,8.33799
0.833333333,1.439369342,4.859090909,8.625210000000001
0.833333333,1.496935203,5.00979798,9.01361
0.848484848,0.437505805,2.297070707,5.96035
0.848484848,0.494043703,2.447777778,6.55891
0.848484848,0.550581602,2.598484848,7.03549
0.848484848,0.607119501,2.749191919,7.403160000000001
0.848484848,0.6636574,2.89989899,7.67502
0.848484848,0.720195299,3.050606061,7.864120000000001
0.848484848,0.776733198,3.201313131,7.98355
0.848484848,0.833271096,3.352020202,8.046380000000001
0.848484848,0.889808995,3.502727273,8.06568
0.848484848,0.946346894,3.653434343,8.05453
0.848484848,1.002884793,3.804141414,8.026
0.848484848,1.059422692,3.954848485,7.9931600000000005
0.848484848,1.115960591,4.105555556,7.9691
0.848484848,1.172498489,4.256262626,7.966880000000001
0.848484848,1.229036388,4.406969697,7.99957
0.848484848,1.285574287,4.557676768,8.08027
0.848484848,1.342112186,4.708383838,8.22203
0.848484848,1.398650085,4.859090909,8.43793
0.848484848,1.455187984,5.00979798,8.74104
0.863636364,0.470357663,2.447777778,6.30396
0.863636364,0.525903669,2.598484848,6.83207
0.863636364,0.581449675,2.749191919,7.24855
0.863636364,0.63699568,2.89989899,7.56582
0.863636364,0.692541686,3.050606061,7.79627
0.863636364,0.748087692,3.201313131,7.952310000000001
0.863636364,0.803633698,3.352020202,8.04635
0.863636364,0.859179704,3.502727273,8.09079
0.863636364,0.91472571,3.653434343,8.098040000000001
0.863636364,0.970271716,3.804141414,8.080490000000001
0.863636364,1.025817722,3.954848485,8.05055
0.863636364,1.081363727,4.105555556,8.02063
0.863636364,1.136909733,4.256262626,8.00314
0.863636364,1.192455739,4.406969697,8.01046
0.863636364,1.248001745,4.557676768,8.05502
0.863636364,1.303547751,4.708383838,8.14921
0.863636364,1.359093757,4.859090909,8.30544
0.863636364,1.414639763,5.00979798,8.53612
0.863636364,1.470185769,5.160505051,8.85364
0.878787879,0.447227149,2.447777778,6.02234
0.878787879,0.501815465,2.598484848,6.60222
0.878787879,0.556403782,2.749191919,7.0681
0.878787879,0.610992098,2.89989899,7.431760000000001
0.878787879,0.665580414,3.050606061,7.70498
0.878787879,0.72016873,3.201313131,7.89954
0.878787879,0.774757046,3.352020202,8.02722
0.878787879,0.829345362,3.502727273,8.09981
0.878787879,0.883933678,3.653434343,8.12909
0.878787879,0.938521994,3.804141414,8.12683
0.878787879,0.99311031,3.954848485,8.10484
0.878787879,1.047698627,4.105555556,8.07488
0.878787879,1.102286943,4.256262626,8.04874
0.878787879,1.156875259,4.406969697,8.0382
0.878787879,1.211463575,4.557676768,8.05504
0.878787879,1.266051891,4.708383838,8.11105
0.878787879,1.320640207,4.859090909,8.21801
0.878787879,1.375228523,5.00979798,8.3877
0.878787879,1.429816839,5.160505051,8.63191
0.878787879,1.484405155,5.311212121,8.96241
0.893939394,0.478287006,2.598484848,6.34563
0.893939394,0.531950097,2.749191919,6.8613800000000005
0.893939394,0.585613187,2.89989899,7.2722500000000005
0.893939394,0.639276277,3.050606061,7.589440000000001
0.893939394,0.692939368,3.201313131,7.82415
0.893939394,0.746602458,3.352020202,7.98759
0.893939394,0.800265549,3.502727273,8.09096
0.893939394,0.853928639,3.653434343,8.14547
0.893939394,0.907591729,3.804141414,8.162320000000001
0.893939394,0.96125482,3.954848485,8.15272
0.893939394,1.01491791,4.105555556,8.127880000000001
0.893939394,1.068581001,4.256262626,8.09899
0.893939394,1.122244091,4.406969697,8.07726
0.893939394,1.175907182,4.557676768,8.0739
0.893939394,1.229570272,4.708383838,8.10011
0.893939394,1.283233362,4.859090909,8.16709
0.893939394,1.336896453,5.00979798,8.28606
0.893939394,1.390559543,5.160505051,8.468210000000001
0.893939394,1.444222634,5.311212121,8.72475
0.893939394,1.497885724,5.461919192,9.066880000000001
0.909090909,0.455290303,2.598484848,6.06199
0.909090909,0.508059009,2.749191919,6.6279900000000005
0.909090909,0.560827715,2.89989899,7.08674
0.909090909,0.61359642,3.050606061,7.44892
0.909090909,0.666365126,3.201313131,7.7252
0.909090909,0.719133831,3.352020202,7.92623
0.909090909,0.771902537,3.502727273,8.0627
0.909090909,0.824671242,3.653434343,8.14526
0.909090909,0.877439948,3.804141414,8.18458
0.909090909,0.930208654,3.954848485,8.19133
0.909090909,0.982977359,4.105555556,8.17618
0.909090909,1.035746065,4.256262626,8.14979
0.909090909,1.08851477,4.406969697,8.12283
0.909090909,1.141283476,4.557676768,8.10596
0.909090909,1.194052182,4.708383838,8.10986
0.909090909,1.246820887,4.859090909,8.14519
0.909090909,1.299589593,5.00979798,8.222620000000001
0.909090909,1.352358298,5.160505051,8.35282
0.909090909,1.405127004,5.311212121,8.54644
0.909090909,1.457895709,5.461919192,8.81417
0.924242424,0.48470285,2.749191919,6.36752
0.924242424,0.536606495,2.89989899,6.8747300000000005
0.924242424,0.58851014,3.050606061,7.28278
0.924242424,0.640413785,3.201313131,7.60184
0.924242424,0.69231743,3.352020202,7.84208
0.924242424,0.744221075,3.502727273,8.01366
0.924242424,0.796124719,3.653434343,8.12675
0.924242424,0.848028364,3.804141414,8.19152
0.924242424,0.899932009,3.954848485,8.21812
0.924242424,0.951835654,4.105555556,8.21674
0.924242424,1.003739299,4.256262626,8.19752
0.924242424,1.055642944,4.406969697,8.17065
0.924242424,1.107546588,4.557676768,8.14628
0.924242424,1.159450233,4.708383838,8.13458
0.924242424,1.211353878,4.859090909,8.14572
0.924242424,1.263257523,5.00979798,8.18986
0.924242424,1.315161168,5.160505051,8.27717
0.924242424,1.367064813,5.311212121,8.41782
0.924242424,1.418968457,5.461919192,8.62196
0.924242424,1.470872102,5.612626263,8.89977
0.939393939,0.512922226,2.89989899,6.63575
0.939393939,0.563988716,3.050606061,7.09042
0.939393939,0.615055205,3.201313131,7.453320000000001
0.939393939,0.666121694,3.352020202,7.73416
0.939393939,0.717188183,3.502727273,7.94264
0.939393939,0.768254673,3.653434343,8.08845
0.939393939,0.819321162,3.804141414,8.1813
0.939393939,0.870387651,3.954848485,8.23088
0.939393939,0.92145414,4.105555556,8.24689
0.939393939,0.97252063,4.256262626,8.23903
0.939393939,1.023587119,4.406969697,8.216990000000001
0.939393939,1.074653608,4.557676768,8.19049
0.939393939,1.125720097,4.708383838,8.16921
0.939393939,1.176786587,4.859090909,8.16286
0.939393939,1.227853076,5.00979798,8.18112
0.939393939,1.278919565,5.160505051,8.23371
0.939393939,1.329986055,5.311212121,8.33032
0.939393939,1.381052544,5.461919192,8.48065
0.939393939,1.432119033,5.612626263,8.69439
0.939393939,1.483185522,5.763333333,8.981250000000001
0.954545455,0.489749339,2.89989899,6.3693800000000005
0.954545455,0.540005249,3.050606061,6.87129
0.954545455,0.590261159,3.201313131,7.27894
0.954545455,0.640517069,3.352020202,7.60161
0.954545455,0.690772979,3.502727273,7.84855
0.954545455,0.741028889,3.653434343,8.029020000000001
0.954545455,0.791284799,3.804141414,8.15229
0.954545455,0.841540709,3.954848485,8.22761
0.954545455,0.891796619,4.105555556,8.26426
0.954545455,0.942052529,4.256262626,8.27149
0.954545455,0.992308439,4.406969697,8.258560000000001
